25	30	40	50	60	70	80	90	100	110
298.15	303.15	313.15	323.15	333.15	343.15	353.15	363.15	373.15	383.15
9.8501	10.128	12.114	14.332	16.787	19.486	22.431	25.626	29.073	32.771
10.123	10.393	12.311	14.433	16.762	19.302	22.054	25.018	28.194	31.582
10.190	10.436	12.161	14.041	16.076	18.265	20.607	23.101	25.745	28.536
10.042	10.273	11.889	13.638	15.520	17.533	19.676	21.947	24.343	26.862
9.8076	10.023	11.527	13.146	14.878	16.722	18.676	20.738	22.904	25.173
9.5084	9.7088	11.102	12.594	14.183	15.868	17.645	19.513	21.468	23.509
